18;00097;104 37;LIDO;HOTEL;C;2;2**;75;140;H.Karrikos & Co;Athens;2 Nikiforou;104 37 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-05248211;5240171;;;21-05246616;;;;;;;;47;;60;;;6;;Jan-Dec;;;;30kms;;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
19;00102;104 32;LAUSANNE;TRADITIONAL HOTEL;D;1;D'CLASS;31;57;Vass.Balodimos;Athens;54 Kapodistriou;104 32 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-05223801;5226161;;;21-05245506;;;;;;;;20,00 - 45,00;;40,00 & 50,00;;;4;;Jan-Dec;;;;30kms;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
20;00104;104 31;MAKEDONIA;HOTEL;D;1;1*;15;31;Maria Armatas & Co;Athens;17 Agiou Konstantinou;104 31 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-05222275;;;;;;;;;;;;18,00 - 25,00;;22,00 - 29,00;;;;;Jan-Dec;;;;30kms;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
21;00110;105 63;GRANDE BRETAGNE;HOTEL;L;5;5*****;321;594;Greek Hotels Lampsa (S.A.);Athens;1 Vass. Georgiou, Platia Sintagmatos;105 63 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-03330000;;;;21-03228034;3228034;;;info@grandebretagne.gr;www.grandebretagne.gr;;;460,00 & 670,00;;500,00 & 780,00;720,00 - 14000,00;;32;45,00 - 65,00;Jan-Dec;10kms;8kms;;30kms;1km;T;F;T;T;T;T;F;T;F;F;T;T;T;T;T;T;T;F;F;T;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;T;T;T;F;F;T;T;T;T;F;T;F;T;T;T
22;00113;104 32;MEDITERRANEAN;HOTEL;C;2;C'CLASS;42;82;Pan.Kaloidis;Athens;28 Veranzerou;104 32 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-05222631;;;;21-08018074;;;;;;;;;;;;;;;Jan-Dec;;;;30kms;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
23;00116;105 52;ZEUS;HOTEL;D;1;1*;24;47;N.Panoutsos-N.Papathanassiou Co;Athens;27 Sofokleous;105 52 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-03211551;3211662;;;21-03211662;;;;info@zeushostel.com;www.zeushostel.com;;;35,00 & 45,00;45,00 & 60,00;;;;;;Jan-Dec;6kms;5kms;;30kms;500m;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
24;00118;113 61;DORE;HOTEL;C;2;2**;24;43;Arta (S.A.);Athens;7 Agias Zonis- Kipseli;113 61 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-08655554;;;;21-08655532;;;;info@hoteldore.gr;www.hoteldore.gr;;;80;;95;;;10;;Jan-Dec;;;;30kms;;T;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;T;T;F;F;F;T;T;T;F;F;F;F;T;T
25;00121;104 38;NEON BOSTON;HOTEL;D;1;1*;20;37;C.Phokas;Athens;32 Th. Deligiani;104 38 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-05229864;;;;;;;;;;;18,00 & 23,00;;25,00 & 30,00;;;;;;Jan-Dec;;;;30kms;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
26;00131;105 53;NEON LIDO;HOTEL;D;1;1*;17;34;Alex.Konstantopoulos;Athens;31 Menandrou;105 53 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-05221849;;;;;;;;;;;;;35;;;;;;Jan-Dec;;;;30kms;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
27;00133;104 38;NEOS OLYMPOS;HOTEL;D;1;1*;29;51;G.Hatzispyrou;Athens;38 Tr. Diligiani;104 38 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-05223433;;;;21-05223408;;;;;;;30,00 & 40,00;;40,00 & 60,00;;;;;;Jan-Dec;;;;30kms;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
28;00166;104 32;SAVOIA;HOTEL;D;1;1*;18;32;Aliki Armatas;Athens;16 Veranzerou;104 32 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-05236260;;;;;;;;;;;20;;30;;;;;;Jan-Dec;;;;30kms;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
29;00169;105 52;SERREON;HOTEL;D;1;1*;31;62;Th.& P.Kostopoulos Co;Athens;32 Sofokleous;105 52 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-05232606;;;;;;;;;;;;15;;20;;;;;Jan-Dec;;;;30kms;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
30;00171;105 54;CECIL;HOTEL;C;2;C'CLASS;39;63;Cecil Ltd;Athens;39,Athinas;105 54 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-03218005;;;;21-03219606;;;;info@cecil.gr;;;;45,00 & 60,00;;60,00 - 105,00;90,00 & 125,00;;5;;Jan-Dec;;;;30kms;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
31;00181;105 51;TEMBI;HOTEL;D;1;1*;24;42;I.Kanakis;Athens;29 Eolou;105 51 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-03213175;;;;21-03254179;;;;tempihotel@travelling.gr;www.travelling.gr/tempihotel;;;35,00 & 45,00;;50,00 & 68,00;;;;;Jan-Dec;;;;30kms;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
32;00186;104 32;APHAEA;HOTEL;D;1;D'CLASS;38;78;Androniki Faneromenitis;Athens;43 Veranzerou;104 32 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-05229655;5239066;;;;;;;;;;;20;;30,00 & 35,00;;;;;Jan-Dec;;;;30kms;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
33;00187;104 38;OREA THESSALIA;HOTEL;D;1;1*;25;56;Sp.Travlos & N.Tsiliyannis Co;Athens;23 Mayer;104 38 Athens;ATTICA - ATHENS;CENTRAL GREECE;;;21-05234686;;;;21-05227317;;;;;;;;;;50;;;;;Jan-Dec;;;;30kms;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
34;00225;343 00;AEGLI;TRADITIONAL HOTEL;B;3;B'CLASS;58;109;Hotel Enterprises Aegli (S.A.);Edipsos;20 Paraliaki;343 00 Edipsos;EVIA;CENTRAL GREECE;;;2226-022215/6;;;;2226-022886;;21-08670511;;;;;;20,00 - 40,00;;25,00 - 60,00;;;5,00 & 6,00;;Joun-Oct;15m;150m;;140kms;22kms;F;T;T;T;F;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;T;F;T;F;F;F;F;F;F
35;00230;343 00;ANESSIS;TRADITIONAL HOTEL;C;2;C'CLASS;53;93;Eleni Papatheofanis & Co;Edipsos;9 Filellinon;343 00 Edipsos;EVIA;CENTRAL GREECE;;;2226-022248;;;;2226-060249;;21-08088244;21-06230560;;;;;22,55 & 25,85;;32,23 - 41,95;;;2,9;;Apr-Oct;100m;200m;;;50m;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F
36;00234;343 00;AVRA;HOTEL;A;4;A'CLASS;70;141;Hotels & Baths (S.A.);Edipsos;20, 28th Oktovriou;343 00 Edipsos;EVIA;CENTRAL GREECE;;;2226-022226;;2226-022457;;2226-023260;;21-03610570;;info@avraspahotel.gr;www.avraspahotel.gr;;;59,00 & 70,00;;71,00 - 145,00;125,00 - 200,00;;8;15;Jan-Dec;20m;150m;;;;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;T;F;T;F;F;F;F;F;F
37;00237;343 00;DELFI;HOTEL;D;1;E'CLASS;26;53;Nik. Balalas;Edipsos;74,25th Martiou;343 00 Edipsos;EVIA;CENTRAL GREECE;;;2226-022242;;;;;;;;;;;15;;20;;;;;;;;;;;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
38;00238;343 00;DIETHNES;HOTEL;C;2;2**;45;90;Ouzounoglou Bros Co;Edipsos;8 Irakleous;343 00 Edipsos;EVIA;CENTRAL GREECE;;;2226-023510;;;;2226-023245;;;;;;;;;;32,00 - 45,00;;;;;May-Oct;100m;100m;;;100m;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F
39;00242;343 00;HERMES;HOTEL;B;3;3***;42;76;D. Dimitressas & P.Pittas Co;Edipsos;12 Ermou;343 00 Edipsos;EVIA;CENTRAL GREECE;;;2226-022233;22338;;;2226-023493;;2226-022233;2226-023493;;;;;34,00 & 38,00;;44,00 & 55,00;;;7;;Apr-Oct;100m;300m;;200kms;50m;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;T;F;T;F;F;F;F;F;F
40;00244;343 00;HERACLEION;HOTEL;B;3;B'CLASS;37;69;Iraklion (S.A.);Edipsos;7 Remvis;343 00 Edipsos;EVIA;CENTRAL GREECE;;;2226-022245/7;;;;2226-022245;;2221-077554;2221-077554;;;;;27,00 & 29,00;;32,00 & 35,00;;;5;;May-Oct;80m;70m;;165kms;20kms;F;F;T;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;F;T;T;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;T;F;F;F;F;F;F
41;00245;343 00;THERMAE SYLLA;HOTEL;L;5;5*****;108;225;Ankar (S.A.);Edipsos;;343 00 Edipsos;EVIA;CENTRAL GREECE;;;2226-060100;;;;2226-022055;;;;thermaesylla@hellasnet.gr;www.thermaesylla.gr;;;218,00 - 312,00;;232,00 - 337,00;506,00 - 645,00;;14;20;Jan-Dec;20m;400m;;;15kms;T;F;T;T;T;T;F;T;T;F;T;T;T;T;T;T;T;T;T;T;T;F;T;F;F;T;F;F;T;T;T;F;T;T;F;T;F;F;F;F;F;T;F;T;F;T;T;T;T;T;T;F;F;T;F;F
42;00247;343 00;ISTIAEA;TRADITIONAL HOTEL;C;2;C'CLASS;33;62;Istiea (S.A.);Edipsos;28th Oktovriou Ave.;343 00 Edipsos;EVIA;CENTRAL GREECE;;;2226-022049;22309;;;2226-024444;;2226-022049;;ministla@otenet.gr;;;;30,00 & 35,00;;40,00 - 62,00;;;8;;May-Oct;50m;200m;;;500m;T;T;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F
43;00249;343 00;KENTRIKON;HOTEL;C;2;2**;49;94;Society of Successors Christou Bros;Edipsos;14, 25th Martiou;343 00 Edipsos;EVIA;CENTRAL GREECE;;;2226-022302;;;;2226-022302;;2226-023060;2226-022502;;;;;34,00 - 47,00;;39,00 - 66,00;;;7;;Joun-Oct;20m;250m;;150kms;20kms;T;F;T;T;F;F;F;F;F;F;T;F;F;F;F;T;T;F;T;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F
44;00254;343 00;PALLADION;HOTEL;C;2;2**;20;44;Olga Koitsanou;Edipsos;28,25th Martiou;343 00 Edipsos;EVIA;CENTRAL GREECE;;;2226-022265;22226;;;2226-060009;;;;;;;;20,00 - 30,00;;30,00 - 45,00;;;6;;May-Sep;;;;;;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
45;00257;343 00;PIRAEUS;HOTEL;D;1;1*;9;17;Zoe Fotou;Edipsos;18 Vizantinon Aftokratoron;343 00 Edipsos;EVIA;CENTRAL GREECE;;;2226-022238;;;;2226-024792;;;;;;;;15;;25;;;;;Joun-Sep;100m;;;;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F
46;00258;343 00;STADION;TRADITIONAL HOTEL;D;1;E'CLASS;33;64;Maria Athanassiou;Edipsos;1 Makedonomahon;343 00 Edipsos;EVIA;CENTRAL GREECE;;;2226-022246;;;;;;2226-052321;;;;;;15,97 & 16,24;;20,38 & 21,48;;;;;7-9;5m;50m;;;400m;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
47;00261;681 00;VERGINA;HOTEL;D;1;1*;10;24;Con.Pehlivanides;Alexandroupolis;74 Karaoli Dimitriou;681 00 Alexandroupolis;EVROS (Incl. Samothraki Island);THRAKI;;;2551-023025;;;;2551-034529;;;;vagkitsop@internet.gr;;;;;;;;;;;Jan-Dec;1km;200m;;7kms;1km;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
48;00266;681 00;MAZESTIC;HOTEL;D;1;1*;13;23;Eleni Ghirtzis;Alexandroupolis;Platia Trouman;681 00 Alexandroupolis;EVROS (Incl. Samothraki Island);THRAKI;;;2551-026444;;;;;;;;;;;19,00 & 21,00;;28,00 & 30,00;;;;;;Jan-Dec;;;;;;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
49;00269;681 00;METROPOLIS;HOTEL;D;1;1*;22;49;P.Karapanagiotis & Co Ltd;Alexandroupolis;11 Ath.Diakou;681 00 Alexandroupolis;EVROS (Incl. Samothraki Island);THRAKI;;;2551-026443;;;;2551-089608;;;;;;;;35,00 - 50,00;;45,00 - 60,00;;;10;;Jan-Dec;450m;450m;;10kms;1km;T;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F
50;00299;845 00;PARADISSOS;HOTEL;B;3;3***;41;76;Andros (S.A.);Andros Hora;Hora;845 00 Andros;CYCLADES ISLANDS;CYCLADES;ANDROS;;2282-022187/9;;;;2282-022340;;21-07290711;21-07290439;info@sglycabettus.gr;www.paradiseandros.gr;**;;77,50 & 91,50;;103,00 - 150,50;164,50 & 231,00;;10;;Apr-Oct;700m;700m;;;400m;F;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F
